segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S332038,66.21,65.53,67.38,116.66,0,0.16,0.05,1,64.07
S332039,66.21,65.53,67.38,116.66,0,0.16,0.05,1,64.07
S332040,66.73,65.9,68.18,117.75,0,0.157,0.05,1,64.98
S332041,66.56,65.68,68.2,117.55,0,0.158,0.05,1,64.83
S332042,66.56,65.68,68.2,117.55,0,0.158,0.05,1,64.83
S332043,63.95,63.83,64.09,112.04,0,0.17,0.05,1,60.28
S332044,64.06,63.93,64.26,112.25,0,0.169,0.05,1,60.47
S332045,64.01,63.83,64.1,112.17,0,0.169,0.05,1,60.34
S332046,64.06,63.93,64.26,112.25,0,0.169,0.05,1,60.47
S332047,62.1,60.72,62.94,109.92,0,0.178,0.05,1,58.0
S332048,62.17,60.98,62.92,109.88,0,0.178,0.05,1,58.05
S332049,62.93,61.0,64.06,111.86,0,0.174,0.05,1,59.32
S332050,62.93,61.09,64.0,111.77,0,0.174,0.05,1,59.29
S332051,62.9,61.0,64.0,111.77,0,0.174,0.05,1,59.26
S332052,62.9,61.0,64.0,111.77,0,0.174,0.05,1,59.26
S332053,62.72,60.7,63.89,111.57,0,0.175,0.05,1,59.04
S332054,62.78,60.83,63.91,111.6,0,0.175,0.05,1,59.11
S332055,62.9,61.0,64.0,111.77,0,0.174,0.05,1,59.26
S332056,62.78,60.83,63.91,111.6,0,0.175,0.05,1,59.11
S332057,62.78,60.83,63.91,111.6,0,0.175,0.05,1,59.11
S332058,62.88,61.09,63.94,111.65,0,0.175,0.05,1,59.21
S332059,62.78,60.83,63.91,111.6,0,0.175,0.05,1,59.11
S332060,62.7,60.53,63.95,111.66,0,0.175,0.05,1,59.05
S332061,62.74,60.65,63.95,111.66,0,0.175,0.05,1,59.09
S332062,62.9,61.0,64.0,111.77,0,0.174,0.05,1,59.26
S332063,61.89,58.7,63.66,111.13,0,0.179,0.05,1,58.16
S332064,61.89,58.7,63.66,111.13,0,0.179,0.05,1,58.16
S332065,61.98,58.87,63.72,111.23,0,0.179,0.05,1,58.28
S332066,61.89,58.7,63.66,111.13,0,0.179,0.05,1,58.16
S332067,61.75,58.38,63.61,111.05,0,0.18,0.05,1,58.01
S332084,62.17,59.34,63.76,111.32,0,0.178,0.05,1,58.47
S332085,62.3,59.66,63.79,111.38,0,0.177,0.05,1,58.61
S332086,62.2,59.34,63.8,111.39,0,0.178,0.05,1,58.52
S332087,62.2,59.34,63.8,111.39,0,0.178,0.05,1,58.52
S332128,60.71,60.58,60.93,109.29,0,0.196,0.05,1,55.75
S332131,61.95,61.21,63.1,112.2,0,0.191,0.05,1,57.94
S332132,64.02,63.13,64.64,112.87,0,0.169,0.05,1,60.62
S332133,64.06,63.19,64.67,112.91,0,0.169,0.05,1,60.67
S332134,64.02,63.13,64.64,112.87,0,0.169,0.05,1,60.62
S332135,64.02,63.13,64.64,112.87,0,0.169,0.05,1,60.62
S332136,65.47,65.36,65.57,114.68,0,0.163,0.05,1,62.45
S332137,65.42,65.32,65.57,114.59,0,0.163,0.05,1,62.4
S335964,69.76,68.93,71.06,123.04,0,0.144,0.05,1,69.41
S335965,69.76,68.91,71.06,123.03,0,0.144,0.05,1,69.41
S335966,67.07,66.44,67.48,117.95,0,0.156,0.05,1,64.94
S335967,67.39,67.29,67.48,118.03,0,0.154,0.05,1,65.25
S335968,67.03,66.31,67.48,117.95,0,0.156,0.05,1,64.91
S335969,67.6,66.25,68.37,119.5,0,0.153,0.05,1,65.91
S335970,67.04,66.35,67.48,117.95,0,0.156,0.05,1,64.92
S335971,67.04,66.35,67.51,117.96,0,0.156,0.05,1,64.93
S335972,67.05,66.44,67.45,117.9,0,0.156,0.05,1,64.91
S335973,67.5,67.25,67.79,118.37,0,0.154,0.05,1,65.52
S335974,67.79,65.08,73.03,121.98,0,0.152,0.05,1,68.52
S335975,68.33,65.08,73.64,123.35,0,0.15,0.05,1,69.37
S335976,67.82,65.12,73.03,122.01,0,0.152,0.05,1,68.55
S335977,68.28,65.13,74.4,123.37,0,0.15,0.05,1,69.72
S335978,69.72,69.01,70.7,122.79,0,0.144,0.05,1,69.18
S335979,69.67,68.9,70.63,122.73,0,0.144,0.05,1,69.1
S338471,66.19,65.09,66.9,116.84,0,0.16,0.05,1,63.81
S338472,66.25,65.09,66.99,116.99,0,0.159,0.05,1,63.91
S338473,66.4,64.68,67.43,117.76,0,0.159,0.05,1,64.28
S340274,69.18,64.52,78.41,126.87,0,0.146,0.05,1,72.74
S340275,69.18,64.52,78.41,126.87,0,0.146,0.05,1,72.74
S349409,64.41,60.31,66.68,116.37,0,0.168,0.05,1,62.02
S349410,64.39,60.35,66.63,116.27,0,0.168,0.05,1,61.97
S349411,64.38,60.29,66.65,116.3,0,0.168,0.05,1,61.97
S349745,68.1,63.09,71.34,123.73,0,0.151,0.05,1,67.94
S349746,67.9,62.64,71.34,123.64,0,0.152,0.05,1,67.74
S349747,67.6,62.64,71.42,122.97,0,0.153,0.05,1,67.5
S349748,67.79,62.88,71.9,123.35,0,0.152,0.05,1,67.93
S349749,66.71,61.31,73.4,122.45,0,0.157,0.05,1,67.67
S349750,64.92,60.39,73.4,119.13,0,0.165,0.05,1,65.94
S349755,65.51,61.49,68.74,118.46,0,0.163,0.05,1,64.1
S349756,65.85,61.68,69.57,119.29,0,0.161,0.05,1,64.85
S349757,65.54,61.49,68.74,118.53,0,0.163,0.05,1,64.13
S349758,67.17,62.16,69.86,121.97,0,0.155,0.05,1,66.27
S349759,67.37,65.22,68.55,119.81,0,0.154,0.05,1,65.78
S349760,67.0,64.47,68.37,119.5,0,0.156,0.05,1,65.34
S349761,67.61,66.31,68.36,119.48,0,0.153,0.05,1,65.92
S349762,67.0,64.47,68.37,119.5,0,0.156,0.05,1,65.34
S349763,65.97,62.97,67.63,118.11,0,0.161,0.05,1,63.97
S349764,66.15,62.92,67.94,118.65,0,0.16,0.05,1,64.3
S349765,65.95,62.92,67.63,118.1,0,0.161,0.05,1,63.95
S349766,67.36,67.18,67.59,118.07,0,0.154,0.05,1,65.28
S349767,67.36,67.18,67.59,118.07,0,0.154,0.05,1,65.28
S349768,69.0,67.17,72.53,123.0,0,0.147,0.05,1,69.44
S349769,67.41,67.18,67.76,118.23,0,0.154,0.05,1,65.41
S349788,69.52,68.75,70.32,122.44,0,0.145,0.05,1,68.79
S349789,69.74,69.01,70.7,122.83,0,0.144,0.05,1,69.2
S349804,59.71,56.4,64.22,108.09,0,0.189,0.05,1,56.45
S349805,61.19,59.33,64.36,109.26,0,0.182,0.05,1,57.87
S349813,66.59,63.93,70.88,119.61,0,0.158,0.05,1,66.24
S349814,66.63,63.94,70.78,119.66,0,0.158,0.05,1,66.23
S349815,66.58,64.01,70.78,119.5,0,0.158,0.05,1,66.18
S349816,66.64,63.93,71.03,119.76,0,0.158,0.05,1,66.37
S356352,63.55,62.12,64.42,112.51,0,0.172,0.05,1,60.07
S356353,63.83,62.98,64.39,112.47,0,0.17,0.05,1,60.32
S358147,58.88,51.84,67.11,110.38,0,0.193,0.05,1,57.11
S358148,58.12,50.0,67.04,110.04,0,0.196,0.05,0,56.38
S358149,58.13,50.01,67.04,110.04,0,0.196,0.05,1,56.39
S358150,58.12,49.96,67.07,110.07,0,0.196,0.05,0,56.4
S358151,58.12,50.0,67.04,110.04,0,0.196,0.05,0,56.38
S358177,69.17,68.1,70.47,122.18,0,0.146,0.05,1,68.52
S358178,68.38,65.71,70.47,122.18,0,0.15,0.05,1,67.76
S358246,66.8,65.23,67.6,118.29,0,0.157,0.05,1,64.75
S358247,66.88,65.23,67.71,118.48,0,0.157,0.05,1,64.88
S358248,67.54,67.44,67.6,118.29,0,0.154,0.05,1,65.46
S358249,66.8,65.23,67.6,118.29,0,0.157,0.05,1,64.75
S358250,66.57,64.16,67.79,118.61,0,0.158,0.05,1,64.63
S358251,66.49,63.9,67.8,118.62,0,0.158,0.05,1,64.55
S358252,66.67,64.44,67.79,118.62,0,0.157,0.05,1,64.72
S358253,66.77,64.76,67.79,118.62,0,0.157,0.05,1,64.82
S358254,66.79,64.44,67.98,118.95,0,0.157,0.05,1,64.93
S358255,66.67,64.44,67.79,118.62,0,0.157,0.05,1,64.72
S358266,66.06,65.61,66.37,116.03,0,0.16,0.05,1,63.41
S358267,66.03,65.4,66.45,116.14,0,0.16,0.05,1,63.43
S358268,66.24,66.14,66.37,116.03,0,0.159,0.05,1,63.59
S358269,66.06,65.61,66.37,116.03,0,0.16,0.05,1,63.41
S358270,66.06,65.55,66.91,116.2,0,0.16,0.05,1,63.69
S358316,66.64,65.55,68.51,117.91,0,0.158,0.05,1,65.06
S358352,69.61,66.28,71.54,124.8,0,0.144,0.05,1,69.52
S358353,69.52,67.34,70.81,123.61,0,0.145,0.05,1,69.04
S358354,69.24,66.5,70.81,123.61,0,0.146,0.05,1,68.77
S358367,75.55,73.28,76.99,134.27,0,0.118,0.05,1,78.4
S358462,66.26,64.63,68.97,117.86,0,0.159,0.05,1,64.94
S358504,70.8,69.98,71.66,124.72,0,0.139,0.05,1,70.75
S358505,70.32,69.75,71.25,123.72,0,0.141,0.05,1,70.06
S358506,70.17,69.75,71.01,123.33,0,0.142,0.05,1,69.79
S358543,52.89,50.4,57.82,104.91,0,0.241,0.05,1,47.41
S358544,52.87,50.39,57.77,104.85,0,0.242,0.05,1,47.37
S358575,67.54,62.91,71.96,122.78,0,0.154,0.05,1,67.72
S358576,67.58,62.92,71.9,122.83,0,0.153,0.05,1,67.73
S358577,67.6,62.88,72.16,122.97,0,0.153,0.05,1,67.88
S358584,67.66,66.28,70.23,120.09,0,0.153,0.05,1,66.93
S358585,67.57,66.13,70.23,119.99,0,0.153,0.05,1,66.85
S358586,66.62,66.25,67.11,116.97,0,0.158,0.05,1,64.32
S358587,66.97,66.43,67.83,117.83,0,0.156,0.05,1,65.03
S358588,66.65,66.3,67.11,117.01,0,0.158,0.05,1,64.35
S358668,67.96,65.1,72.76,122.27,0,0.152,0.05,1,68.55
S358669,67.75,65.09,72.89,121.85,0,0.153,0.05,1,68.41
S358670,67.76,65.11,72.89,121.86,0,0.153,0.05,1,68.42
S358828,67.52,63.55,70.97,122.0,0,0.154,0.05,1,67.18
S358829,67.53,63.71,70.82,121.85,0,0.154,0.05,1,67.11
S358956,68.04,64.8,74.48,123.11,0,0.151,0.05,1,69.53
S358957,68.03,64.79,74.48,123.1,0,0.151,0.05,1,69.52
S358958,68.23,64.81,75.06,123.68,0,0.15,0.05,1,70.02
S358959,68.04,64.8,74.48,123.11,0,0.151,0.05,1,69.53
S358982,58.59,54.84,60.64,105.86,0,0.194,0.05,1,53.71
S358983,58.78,55.34,60.67,105.91,0,0.193,0.05,1,53.89
S358984,58.9,55.3,60.87,106.27,0,0.192,0.05,1,54.09
S358985,57.76,53.5,60.07,104.86,0,0.198,0.05,1,52.69
S358986,57.87,53.77,60.09,104.9,0,0.197,0.05,1,52.8
S358987,58.59,54.84,60.64,105.86,0,0.194,0.05,1,53.71
S359073,76.03,74.02,77.17,134.85,0,0.115,0.05,1,78.99
S359074,76.06,74.02,77.17,134.91,0,0.115,0.05,1,79.02
S359238,69.26,68.87,69.72,121.6,0,0.146,0.05,1,68.22
S359239,69.31,68.84,69.99,121.82,0,0.146,0.05,1,68.41
S359240,69.32,68.86,69.72,121.75,0,0.146,0.05,1,68.28
S359241,69.02,68.7,69.33,121.11,0,0.147,0.05,1,67.78
S359242,69.13,68.7,69.66,121.44,0,0.146,0.05,1,68.06
S359243,69.2,68.87,69.5,121.42,0,0.146,0.05,1,68.04
S359244,69.1,68.7,69.66,121.37,0,0.147,0.05,1,68.03
S359245,69.13,68.7,69.66,121.44,0,0.146,0.05,1,68.06
S359246,69.15,68.68,69.84,121.55,0,0.146,0.05,1,68.17
S359247,69.78,69.07,70.83,122.92,0,0.143,0.05,1,69.31
S359248,70.03,69.01,71.7,123.73,0,0.142,0.05,1,70.01
S359249,69.94,69.01,71.43,123.47,0,0.143,0.05,1,69.78
S359251,59.38,55.81,61.35,107.09,0,0.19,0.05,1,54.75
S359252,59.38,55.8,61.35,107.09,0,0.19,0.05,1,54.75
S359253,59.55,55.87,61.58,107.48,0,0.19,0.05,1,55.02
S359260,69.31,69.0,69.52,121.57,0,0.146,0.05,1,68.16
S359261,69.3,68.93,69.62,121.63,0,0.146,0.05,1,68.2
S359262,69.31,68.95,69.57,121.62,0,0.146,0.05,1,68.19
S359263,69.31,68.95,69.57,121.62,0,0.146,0.05,1,68.19
S359275,58.61,54.5,60.85,106.21,0,0.194,0.05,1,53.82
S359278,61.34,59.12,62.61,109.32,0,0.181,0.05,1,57.14
S359279,61.76,60.14,62.73,109.54,0,0.18,0.05,1,57.59
S359280,61.35,59.12,62.63,109.35,0,0.181,0.05,1,57.16
S359281,61.35,59.12,62.63,109.35,0,0.181,0.05,1,57.16
S359290,62.45,61.76,62.94,109.93,0,0.176,0.05,1,58.32
S359291,62.17,60.98,62.92,109.88,0,0.178,0.05,1,58.05
S359292,62.17,60.98,62.92,109.88,0,0.178,0.05,1,58.05
S359293,62.17,60.98,62.92,109.88,0,0.178,0.05,1,58.05
S359297,62.65,62.31,62.96,109.97,0,0.176,0.05,1,58.52
S359328,44.84,42.38,48.84,96.6,0,0.288,0.05,0,36.9
S359329,68.91,65.85,70.46,123.27,0,0.147,0.05,1,68.27
S359340,44.46,42.35,46.84,95.59,0,0.289,0.05,0,35.77
S359341,44.46,42.44,46.98,95.47,0,0.289,0.05,0,35.83
S359342,41.81,39.81,44.29,92.78,0,0.313,0.05,0,32.73
S359343,41.66,39.35,44.41,92.79,0,0.314,0.05,0,32.66
S359344,41.74,39.67,44.29,92.71,0,0.314,0.05,0,32.68
S359345,41.81,39.81,44.29,92.78,0,0.313,0.05,0,32.73
S359354,41.05,37.84,43.99,92.46,0,0.317,0.05,0,32.04
S359355,41.03,37.81,43.87,92.44,0,0.317,0.05,0,31.98
S359356,41.26,38.52,43.87,92.43,0,0.316,0.05,0,32.15
S359421,63.82,63.61,64.05,111.89,0,0.17,0.05,1,60.14
S359422,63.91,63.61,64.2,112.14,0,0.17,0.05,1,60.3
S359423,63.83,63.37,64.2,112.14,0,0.17,0.05,1,60.22
S359424,63.91,63.61,64.2,112.14,0,0.17,0.05,1,60.3
S359425,63.92,63.58,64.23,112.19,0,0.17,0.05,1,60.32
S359426,63.83,63.37,64.2,112.14,0,0.17,0.05,1,60.22
S359427,63.92,63.58,64.23,112.19,0,0.17,0.05,1,60.32
S359428,65.42,65.32,65.57,114.59,0,0.163,0.05,1,62.4
S359459,55.97,50.67,58.94,102.67,0,0.206,0.05,1,50.59
S359504,56.15,50.44,59.19,103.31,0,0.205,0.05,1,50.86
S359505,56.01,50.3,59.05,103.06,0,0.205,0.05,1,50.67
S359506,56.41,51.21,59.18,103.3,0,0.204,0.05,1,51.08
S359530,64.84,60.87,67.03,116.99,0,0.166,0.05,1,62.6
S359531,64.92,61.21,66.98,116.9,0,0.165,0.05,1,62.65
S359532,64.95,61.27,66.99,116.93,0,0.165,0.05,1,62.68
S359533,64.99,61.39,66.99,116.93,0,0.165,0.05,1,62.72
S359534,64.95,61.27,66.99,116.93,0,0.165,0.05,1,62.68
S359535,65.12,61.74,67.01,116.96,0,0.164,0.05,1,62.85
S359740,58.8,53.36,66.11,109.85,0,0.198,0.05,1,56.55
S359741,58.97,53.67,66.24,110.04,0,0.197,0.05,1,56.76
S359742,58.74,53.21,66.11,109.83,0,0.198,0.05,1,56.49
S359933,70.84,67.85,72.74,126.69,0,0.139,0.05,1,71.36
S359934,71.26,68.46,73.14,127.27,0,0.137,0.05,1,71.99
S359935,70.84,67.85,72.74,126.69,0,0.139,0.05,1,71.36
S359936,70.84,67.85,72.74,126.69,0,0.139,0.05,1,71.36
S360211,66.14,65.01,68.23,117.12,0,0.16,0.05,1,64.44
S360212,65.97,65.01,67.73,116.61,0,0.161,0.05,1,64.02
S360213,65.97,65.01,67.73,116.61,0,0.161,0.05,1,64.02
S360324,63.93,60.85,66.11,114.73,0,0.17,0.05,1,61.28
S360325,62.65,60.38,64.03,111.69,0,0.176,0.05,1,59.05
S360326,62.67,60.38,64.03,111.73,0,0.175,0.05,1,59.07
S360327,63.26,60.72,65.38,113.14,0,0.173,0.05,1,60.29
S360328,62.99,60.55,64.75,112.51,0,0.174,0.05,1,59.72
S360365,70.03,68.02,71.39,127.07,0,0.152,0.05,1,69.85
S360389,63.14,60.55,64.82,112.87,0,0.173,0.05,1,59.89
S360390,62.97,60.5,64.54,112.44,0,0.174,0.05,1,59.6
S360671,40.83,37.34,43.84,92.32,0,0.318,0.05,0,31.82
S360672,40.83,37.34,43.74,92.33,0,0.318,0.05,0,31.78
S360673,40.95,37.69,43.74,92.33,0,0.317,0.05,0,31.87
S360674,40.67,37.17,43.44,92.03,0,0.318,0.05,0,31.55
S360675,40.72,37.29,43.45,92.05,0,0.318,0.05,0,31.59
S360676,40.83,37.34,43.74,92.33,0,0.318,0.05,0,31.78
S360692,43.83,41.37,45.69,94.69,0,0.292,0.05,0,34.82
S360693,64.35,60.66,66.85,116.0,0,0.168,0.05,1,62.04
S360694,64.3,60.66,66.89,115.9,0,0.168,0.05,1,62.02
S360695,43.64,40.88,45.52,94.62,0,0.293,0.05,0,34.6
S360696,43.72,40.97,45.79,94.75,0,0.293,0.05,0,34.77
S360697,43.67,41.07,45.52,94.51,0,0.293,0.05,0,34.63
S361170,66.37,60.51,69.59,121.35,0,0.159,0.05,1,65.36
S361171,66.14,60.11,69.45,121.1,0,0.16,0.05,1,65.07
S361172,66.22,60.35,69.45,121.1,0,0.159,0.05,1,65.15
S361177,64.82,60.19,67.34,117.53,0,0.166,0.05,1,62.74
S361178,64.9,60.4,67.35,117.56,0,0.165,0.05,1,62.82
S361179,64.92,60.49,67.34,117.53,0,0.165,0.05,1,62.83
S361180,64.92,60.49,67.34,117.53,0,0.165,0.05,1,62.83
S361538,69.79,68.49,71.64,123.57,0,0.143,0.05,1,69.75
S361539,71.08,69.92,72.68,125.67,0,0.138,0.05,1,71.57
S361540,71.03,69.74,72.59,125.66,0,0.138,0.05,1,71.47
S361541,71.5,70.16,73.03,126.5,0,0.136,0.05,1,72.17
S361542,71.5,70.16,73.03,126.5,0,0.136,0.05,1,72.17
S362265,57.13,53.56,59.06,103.15,0,0.2,0.05,1,51.66
S362266,57.1,53.49,59.04,103.11,0,0.201,0.05,1,51.62
S362267,57.1,53.49,59.04,103.11,0,0.201,0.05,1,51.62
S362268,56.96,53.14,59.01,103.06,0,0.201,0.05,1,51.49
S362269,57.1,53.49,59.04,103.11,0,0.201,0.05,1,51.62
S362270,57.04,53.29,59.06,103.13,0,0.201,0.05,1,51.58
S362271,56.96,53.14,59.01,103.06,0,0.201,0.05,1,51.49
S362272,57.04,53.29,59.06,103.13,0,0.201,0.05,1,51.58
S362535,66.46,64.45,69.27,118.5,0,0.158,0.05,1,65.28
S362536,66.49,64.45,69.39,118.62,0,0.158,0.05,1,65.37
S362537,66.47,64.52,69.25,118.48,0,0.158,0.05,1,65.28
S362538,66.46,64.45,69.27,118.5,0,0.158,0.05,1,65.28
S362539,66.63,64.48,69.27,118.88,0,0.158,0.05,1,65.45
S362540,66.54,64.45,69.4,118.72,0,0.158,0.05,1,65.43
S362541,66.34,64.49,69.3,118.21,0,0.159,0.05,1,65.18
S362542,66.35,64.5,69.21,118.22,0,0.159,0.05,1,65.15
S362543,66.39,64.49,69.39,118.36,0,0.159,0.05,1,65.28
S362544,66.4,64.42,69.49,118.47,0,0.159,0.05,1,65.34
S362545,66.49,64.45,69.39,118.62,0,0.158,0.05,1,65.37
S362546,66.39,64.49,69.39,118.36,0,0.159,0.05,1,65.28
S362562,67.5,63.37,71.43,122.22,0,0.154,0.05,1,67.4
S362563,67.59,63.37,71.68,122.47,0,0.153,0.05,1,67.62
S362564,67.59,63.37,71.68,122.47,0,0.153,0.05,1,67.62
S364131,64.07,57.77,67.46,117.69,0,0.169,0.05,1,62.09
S364132,63.79,56.93,67.47,117.7,0,0.17,0.05,1,61.83
S364133,63.88,56.93,67.61,117.94,0,0.17,0.05,1,61.99
S364134,63.8,56.66,67.64,117.97,0,0.17,0.05,1,61.93
S364135,63.88,56.93,67.61,117.94,0,0.17,0.05,1,61.99
S364136,63.83,59.09,66.42,115.89,0,0.17,0.05,1,61.34
S364137,63.88,59.24,66.43,115.91,0,0.17,0.05,1,61.39
S364138,63.87,59.09,66.48,116.0,0,0.17,0.05,1,61.41
S364139,63.87,59.09,66.48,116.0,0,0.17,0.05,1,61.41
S364140,63.27,55.41,67.46,117.66,0,0.173,0.05,1,61.34
S364141,63.18,55.18,67.45,117.63,0,0.173,0.05,1,61.25
S364142,63.31,55.28,67.6,117.9,0,0.173,0.05,1,61.45
S364143,63.31,55.28,67.6,117.9,0,0.173,0.05,1,61.45
S364144,63.31,55.28,67.6,117.9,0,0.173,0.05,1,61.45
S364145,64.28,60.35,66.47,115.99,0,0.168,0.05,1,61.79
S364146,64.39,60.35,66.63,116.27,0,0.168,0.05,1,61.97
S364147,64.62,61.39,66.45,115.97,0,0.167,0.05,1,62.1
S364152,62.66,54.69,66.92,116.69,0,0.176,0.05,1,60.5
S364153,62.66,54.69,66.93,116.71,0,0.176,0.05,1,60.5
S364154,62.94,55.42,66.97,116.8,0,0.174,0.05,1,60.79
S364545,69.53,68.55,71.2,122.82,0,0.145,0.05,1,69.26
S364546,69.61,68.54,71.48,123.1,0,0.144,0.05,1,69.48
S364547,69.87,68.54,72.25,123.87,0,0.143,0.05,1,70.15
S364548,69.73,68.47,71.95,123.53,0,0.144,0.05,1,69.85
S364549,69.56,68.45,71.48,123.04,0,0.144,0.05,1,69.44
S364550,69.61,68.54,71.48,123.1,0,0.144,0.05,1,69.48
S364551,69.34,68.67,70.42,122.12,0,0.145,0.05,1,68.66
S364552,69.41,68.64,70.69,122.38,0,0.145,0.05,1,68.87
S364553,69.46,68.64,70.84,122.52,0,0.145,0.05,1,69.0
S364554,69.46,68.64,70.84,122.52,0,0.145,0.05,1,69.0
S364555,68.94,65.1,71.19,124.09,0,0.147,0.05,1,68.68
S364556,69.07,65.51,71.19,124.08,0,0.147,0.05,1,68.8
S364557,69.07,65.1,71.36,124.41,0,0.147,0.05,1,68.89
S364558,69.01,65.59,70.99,123.82,0,0.147,0.05,1,68.64
S364559,69.07,65.51,71.19,124.08,0,0.147,0.05,1,68.8
S364560,69.2,65.51,71.36,124.41,0,0.146,0.05,1,69.02
S365731,55.83,50.12,58.86,102.74,0,0.206,0.05,1,50.43
S365732,55.96,50.59,58.82,102.67,0,0.206,0.05,1,50.52
S365733,55.74,49.99,58.8,102.63,0,0.207,0.05,0,50.32
S365899,58.92,53.66,66.1,109.89,0,0.197,0.05,1,56.65
S365900,58.97,53.67,66.24,110.04,0,0.197,0.05,1,56.76
S365948,72.77,70.77,73.86,129.12,0,0.13,0.05,1,73.88
S365949,72.74,70.76,73.82,129.06,0,0.13,0.05,1,73.83
S365950,72.76,70.82,73.82,129.06,0,0.13,0.05,1,73.85
S365999,59.22,55.93,63.34,107.13,0,0.191,0.05,1,55.58
S366000,59.22,55.93,63.34,107.13,0,0.191,0.05,1,55.58
S366727,60.75,57.88,62.36,108.86,0,0.184,0.05,1,56.48
S366728,60.97,58.42,62.42,108.97,0,0.183,0.05,1,56.71
S366729,60.75,57.88,62.36,108.86,0,0.184,0.05,1,56.48
S366730,60.75,57.88,62.36,108.86,0,0.184,0.05,1,56.48
S366824,66.67,65.47,68.74,118.1,0,0.157,0.05,1,65.21
S366968,41.75,39.18,45.1,93.16,0,0.314,0.05,0,33.01
S366969,41.75,39.14,45.15,93.2,0,0.314,0.05,0,33.03
S366970,41.76,39.22,45.13,93.17,0,0.314,0.05,0,33.03
S367355,67.15,62.77,73.99,122.5,0,0.155,0.05,1,68.4
S367460,70.84,67.85,72.74,126.69,0,0.139,0.05,1,71.36
S367566,56.44,51.38,59.15,103.25,0,0.204,0.05,1,51.1
S367567,57.28,53.12,59.53,103.93,0,0.2,0.05,1,52.01
S367568,57.05,52.67,59.4,103.71,0,0.201,0.05,1,51.75
S367569,57.05,52.67,59.4,103.71,0,0.201,0.05,1,51.75
S367570,57.14,52.95,59.4,103.71,0,0.2,0.05,1,51.83
S367571,56.68,51.94,59.21,103.36,0,0.202,0.05,1,51.33
S367572,57.38,53.4,59.52,103.93,0,0.199,0.05,1,52.1
S367573,57.14,52.95,59.39,103.7,0,0.2,0.05,1,51.82
S367574,57.14,52.95,59.4,103.71,0,0.2,0.05,1,51.83
S367575,57.05,52.67,59.4,103.71,0,0.201,0.05,1,51.75
S367702,69.0,65.75,70.72,123.62,0,0.147,0.05,1,68.49
S367951,55.98,50.4,58.95,102.89,0,0.206,0.05,1,50.6
S367952,56.24,51.1,58.98,102.95,0,0.204,0.05,1,50.84
S367953,56.11,50.65,59.02,103.02,0,0.205,0.05,1,50.75
S368254,67.25,64.98,68.43,119.68,0,0.155,0.05,1,65.61
S368255,67.3,65.1,68.4,119.69,0,0.155,0.05,1,65.64
S368256,68.63,65.44,74.92,124.06,0,0.149,0.05,1,70.34
S368257,68.81,65.78,74.84,124.19,0,0.148,0.05,1,70.48
S368258,68.24,63.36,72.72,124.19,0,0.15,0.05,1,68.8
S368259,68.36,63.36,72.7,124.47,0,0.15,0.05,1,68.9
S368478,68.38,63.69,70.93,123.82,0,0.15,0.05,1,68.0
S368479,68.13,63.13,70.76,123.64,0,0.151,0.05,1,67.66
S368561,68.02,66.23,71.55,121.26,0,0.151,0.05,1,67.97
S368562,68.02,66.23,71.55,121.26,0,0.151,0.05,1,67.97
S368563,68.41,66.23,72.74,122.45,0,0.15,0.05,1,68.97
S368564,68.26,66.62,71.51,121.5,0,0.15,0.05,1,68.18
S368565,68.44,64.03,77.27,125.3,0,0.15,0.05,1,71.4
S369009,63.2,55.46,67.34,117.44,0,0.173,0.05,1,61.21
S369010,63.26,55.63,67.34,117.45,0,0.173,0.05,1,61.27
S369011,63.17,55.34,67.35,117.46,0,0.173,0.05,1,61.19
S369012,65.0,60.66,67.37,117.59,0,0.165,0.05,1,62.92
S369013,65.05,60.81,67.37,117.6,0,0.165,0.05,1,62.97
S369014,65.06,60.66,67.46,117.75,0,0.165,0.05,1,63.02
S369338,68.52,64.21,77.14,125.3,0,0.149,0.05,1,71.41
S369339,68.44,64.03,77.27,125.3,0,0.15,0.05,1,71.4
S369340,68.31,64.03,76.87,124.9,0,0.15,0.05,1,71.06
S369382,67.39,64.04,74.01,122.09,0,0.154,0.05,1,68.65
S369383,67.39,64.05,74.01,122.1,0,0.154,0.05,1,68.65
S369384,68.04,64.3,75.48,123.73,0,0.151,0.05,1,70.06
S369448,57.74,55.84,58.78,102.74,0,0.198,0.05,1,52.06
S369624,61.75,58.38,63.61,111.05,0,0.18,0.05,1,58.01
S369625,61.89,58.7,63.66,111.13,0,0.179,0.05,1,58.16
S369629,62.49,61.11,63.33,110.6,0,0.176,0.05,1,58.55
S369630,62.49,61.11,63.33,110.6,0,0.176,0.05,1,58.55
S369631,62.55,61.13,63.42,110.75,0,0.176,0.05,1,58.65
S369632,62.49,61.11,63.33,110.6,0,0.176,0.05,1,58.55
S369804,57.05,52.67,59.4,103.71,0,0.201,0.05,1,51.75
S369933,66.14,60.11,69.45,121.1,0,0.16,0.05,1,65.07
S369934,66.37,60.51,69.59,121.35,0,0.159,0.05,1,65.36
S370175,66.18,65.32,66.68,116.58,0,0.16,0.05,1,63.69
S370294,63.51,58.9,66.04,115.22,0,0.172,0.05,1,60.85
S370295,63.51,58.87,66.06,115.26,0,0.172,0.05,1,60.86
